0,0,0,0,0,0,152,152,152,117,117,117,0,0,0,0,0,0,129,129,129,0,0,0
0,0,0,0,0,0,117,117,117,146,146,146,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,147,147,147,142,142,142,176,176,176,156,156,156,0,0,0,0,0,0
0,0,0,0,0,0,188,188,188,194,194,194,211,211,211,189,189,189,130,130,130,0,0,0
0,0,0,0,0,0,173,173,173,198,198,198,195,195,195,188,188,188,147,147,147,0,0,0
0,0,0,0,0,0,206,206,206,229,229,229,202,202,202,207,207,207,191,191,191,114,114,114
0,0,0,121,121,121,188,188,188,204,204,204,168,168,168,195,195,195,203,203,203,141,141,141
0,0,0,202,202,202,182,182,182,189,189,189,175,175,175,210,210,210,229,229,229,181,181,181
151,151,151,175,175,175,193,193,193,185,185,185,186,186,186,202,202,202,201,201,201,146,146,146
153,153,153,181,181,181,183,183,183,165,165,165,174,174,174,171,171,171,149,149,149,0,0,0
117,117,117,121,121,121,155,155,155,173,173,173,194,194,194,159,159,159,146,146,146,0,0,0
0,0,0,0,0,0,153,153,153,166,166,166,174,174,174,180,180,180,131,131,131,0,0,0
0,0,0,0,0,0,180,180,180,180,180,180,147,147,147,180,180,180,0,0,0,0,0,0
0,0,0,0,0,0,148,148,148,171,171,171,137,137,137,188,188,188,125,125,125,0,0,0
0,0,0,0,0,0,134,134,134,180,180,180,150,150,150,185,185,185,172,172,172,0,0,0
142,142,142,127,127,127,154,154,154,196,196,196,161,161,161,166,166,166,186,186,186,0,0,0
204,204,204,172,172,172,139,139,139,169,169,169,165,165,165,172,172,172,186,186,186,0,0,0
226,226,226,197,197,197,155,155,155,165,165,165,167,167,167,182,182,182,177,177,177,0,0,0
116,116,116,190,190,190,181,181,181,174,174,174,152,152,152,174,174,174,180,180,180,0,0,0
0,0,0,0,0,0,154,154,154,170,170,170,168,168,168,174,174,174,170,170,170,0,0,0
0,0,0,0,0,0,127,127,127,163,163,163,179,179,179,170,170,170,153,153,153,0,0,0
0,0,0,0,0,0,117,117,117,159,159,159,178,178,178,157,157,157,123,123,123,0,0,0
0,0,0,0,0,0,121,121,121,166,166,166,179,179,179,164,164,164,0,0,0,0,0,0
0,0,0,0,0,0,118,118,118,172,172,172,179,179,179,185,185,185,0,0,0,0,0,0
0,0,0,0,0,0,127,127,127,185,185,185,169,169,169,188,188,188,0,0,0,0,0,0
0,0,0,0,0,0,142,142,142,199,199,199,156,156,156,171,171,171,0,0,0,0,0,0
0,0,0,0,0,0,141,141,141,191,191,191,175,175,175,170,170,170,0,0,0,0,0,0
0,0,0,0,0,0,129,129,129,180,180,180,164,164,164,161,161,161,0,0,0,0,0,0
0,0,0,0,0,0,132,132,132,179,179,179,165,165,165,166,166,166,0,0,0,0,0,0
0,0,0,0,0,0,141,141,141,189,189,189,174,174,174,176,176,176,0,0,0,0,0,0
0,0,0,0,0,0,137,137,137,184,184,184,170,170,170,175,175,175,0,0,0,0,0,0
0,0,0,0,0,0,134,134,134,179,179,179,170,170,170,174,174,174,0,0,0,0,0,0
0,0,0,0,0,0,138,138,138,182,182,182,173,173,173,182,182,182,0,0,0,0,0,0
0,0,0,0,0,0,146,146,146,189,189,189,178,178,178,187,187,187,0,0,0,0,0,0
0,0,0,0,0,0,147,147,147,155,155,155,166,166,166,172,172,172,0,0,0,0,0,0
0,0,0,0,0,0,157,157,157,184,184,184,184,184,184,184,184,184,0,0,0,0,0,0
0,0,0,0,0,0,155,155,155,192,192,192,161,161,161,169,169,169,0,0,0,0,0,0
0,0,0,0,0,0,138,138,138,179,179,179,139,139,139,153,153,153,0,0,0,0,0,0
0,0,0,0,0,0,124,124,124,186,186,186,156,156,156,160,160,160,0,0,0,0,0,0
0,0,0,0,0,0,140,140,140,187,187,187,169,169,169,167,167,167,0,0,0,0,0,0
0,0,0,0,0,0,158,158,158,181,181,181,174,174,174,167,167,167,0,0,0,0,0,0
0,0,0,0,0,0,154,154,154,180,180,180,193,193,193,173,173,173,0,0,0,0,0,0
0,0,0,0,0,0,168,168,168,186,186,186,193,193,193,139,139,139,0,0,0,0,0,0
0,0,0,0,0,0,162,162,162,176,176,176,179,179,179,140,140,140,0,0,0,0,0,0
0,0,0,0,0,0,166,166,166,195,195,195,196,196,196,149,149,149,0,0,0,0,0,0
0,0,0,0,0,0,168,168,168,201,201,201,174,174,174,114,114,114,0,0,0,0,0,0
0,0,0,0,0,0,174,174,174,185,185,185,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,171,171,171,175,175,175,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,159,159,159,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,137,137,137,123,123,123,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,117,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
